OS01W :     Name
BB053 :     Equity Industry Electronics & Computer Distribution % (Long Rescaled)
BB054 :     Equity Industry Engineering & Construction % (Long Rescaled)
BBA09 :     Equity Industry Entertainment % (Long Rescaled)
BB055 :     Equity Industry Farm & Heavy Construction Machinery % (Long Rescaled)
BB056 :     Equity Industry Farm Products % (Long Rescaled)
BBA10 :     Equity Industry Financial Conglomerates % (Long Rescaled)
BB057 :     Equity Industry Financial Data & Stock Exchanges % (Long Rescaled)
BB058 :     Equity Industry Food Distribution % (Long Rescaled)
BB059 :     Equity Industry Footwear & Accessories % (Long Rescaled)
BB060 :     Equity Industry Gambling % (Long Rescaled)
BB061 :     Equity Industry Gold % (Long Rescaled)
BB062 :     Equity Industry Grocery Stores % (Long Rescaled)
BB063 :     Equity Industry Health Care Plans % (Long Rescaled)
BBA11 :     Equity Industry Health Information Services % (Long Rescaled)
BB065 :     Equity Industry Furnishings, Fixtures & Appliances % (Long Rescaled)
BB066 :     Equity Industry Home Improvement Retail % (Long Rescaled)
BB067 :     Equity Industry Household & Personal Products % (Long Rescaled)
BB068 :     Equity Industry Industrial Distribution % (Long Rescaled)
BB069 :     Equity Industry Other Industrial Metals & Mining % (Long Rescaled)
BB070 :     Equity Industry Information Technology Services % (Long Rescaled)
BB071 :     Equity Industry Infrastructure Operations % (Long Rescaled)
BB072 :     Equity Industry Insurance - Diversified % (Long Rescaled)
BB073 :     Equity Industry Insurance - Life % (Long Rescaled)
BB074 :     Equity Industry Insurance - Property & Casualty % (Long Rescaled)
BB075 :     Equity Industry Insurance - Reinsurance % (Long Rescaled)
BB076 :     Equity Industry Insurance - Specialty % (Long Rescaled)
BBA12 :     Equity Industry Insurance Brokers % (Long Rescaled)
BB078 :     Equity Industry Integrated Freight & Logistics % (Long Rescaled)
BBA13 :     Equity Industry Internet Content & Information % (Long Rescaled)
BBA14 :     Equity Industry Internet Retail % (Long Rescaled)
BB080 :     Equity Industry Leisure % (Long Rescaled)
BB081 :     Equity Industry Lodging % (Long Rescaled)
BB083 :     Equity Industry Lumber & Wood Production % (Long Rescaled)
BB084 :     Equity Industry Luxury Goods % (Long Rescaled)
BB087 :     Equity Industry Medical Care % (Long Rescaled)
BB088 :     Equity Industry Medical Devices % (Long Rescaled)
BB089 :     Equity Industry Medical Distribution % (Long Rescaled)
BB090 :     Equity Industry Medical Instruments & Supplies % (Long Rescaled)
BB091 :     Equity Industry Metal Fabrication % (Long Rescaled)
BB092 :     Equity Industry Oil & Gas Drilling % (Long Rescaled)
BB093 :     Equity Industry Oil & Gas E& P % (Long Rescaled)
BB094 :     Equity Industry Oil & Gas Equipment & Services % (Long Rescaled)
BB095 :     Equity Industry Oil & Gas Integrated % (Long Rescaled)
BB096 :     Equity Industry Oil & Gas Midstream % (Long Rescaled)
BB097 :     Equity Industry Oil & Gas Refining & Marketing % (Long Rescaled)
BBA15 :     Equity Industry Other Precious Metals & Mining % (Long Rescaled)
BB098 :     Equity Industry Packaged Foods % (Long Rescaled)
BB099 :     Equity Industry Packaging & Containers % (Long Rescaled)
BB100 :     Equity Industry Paper & Paper Products % (Long Rescaled)
BB102 :     Equity Industry Personal Services % (Long Rescaled)
BBA16 :     Equity Industry Pharmaceutical Retailers % (Long Rescaled)
BB103 :     Equity Industry Pollution & Treatment Controls % (Long Rescaled)
BBA17 :     Equity Industry Publishing % (Long Rescaled)
BB105 :     Equity Industry Railroads % (Long Rescaled)
BBA18 :     Equity Industry Real Estate - Diversified % (Long Rescaled)
BB106 :     Equity Industry Real Estate - Development % (Long Rescaled)
BB107 :     Equity Industry Real Estate Services % (Long Rescaled)
BB108 :     Equity Industry Recreational Vehicles % (Long Rescaled)
BB109 :     Equity Industry REIT - Diversified % (Long Rescaled)
BB110 :     Equity Industry REIT - Healthcare Facilities % (Long Rescaled)
BB111 :     Equity Industry REIT - Hotel & Motel % (Long Rescaled)
BB112 :     Equity Industry REIT - Industrial % (Long Rescaled)
BBA19 :     Equity Industry REIT - Mortgage % (Long Rescaled)
BB113 :     Equity Industry REIT - Office % (Long Rescaled)
BB114 :     Equity Industry REIT - Residential % (Long Rescaled)
BB115 :     Equity Industry REIT - Retail % (Long Rescaled)
BBA20 :     Equity Industry REIT - Specialty % (Long Rescaled)
BB116 :     Equity Industry Rental & Leasing Services % (Long Rescaled)
BB117 :     Equity Industry Residential Construction % (Long Rescaled)
BB118 :     Equity Industry Resorts & Casinos % (Long Rescaled)
BB119 :     Equity Industry Restaurants % (Long Rescaled)
BB122 :     Equity Industry Scientific & Technical Instruments % (Long Rescaled)
BB123 :     Equity Industry Security & Protection Services % (Long Rescaled)
BB124 :     Equity Industry Semiconductor Equipment & Materials % (Long Rescaled)
BB126 :     Equity Industry Semiconductors % (Long Rescaled)
BBA21 :     Equity Industry Shell Companies % (Long Rescaled)
BB127 :     Equity Industry Marine Shipping % (Long Rescaled)
BB128 :     Equity Industry Silver % (Long Rescaled)
BB129 :     Equity Industry Software - Application % (Long Rescaled)
BB130 :     Equity Industry Software - Infrastructure % (Long Rescaled)
BB131 :     Equity Industry Solar % (Long Rescaled)
BB132 :     Equity Industry Specialty Chemicals % (Long Rescaled)
BB133 :     Equity Industry Mortgage Finance % (Long Rescaled)
BB134 :     Equity Industry Specialty Retail % (Long Rescaled)
BB135 :     Equity Industry Staffing & Employment Services % (Long Rescaled)
BB136 :     Equity Industry Steel % (Long Rescaled)
BB137 :     Equity Industry Telecom Services % (Long Rescaled)
BB138 :     Equity Industry Textile Manufacturing % (Long Rescaled)
BBA22 :     Equity Industry Thermal Coal % (Long Rescaled)
BB139 :     Equity Industry Tobacco % (Long Rescaled)
BB140 :     Equity Industry Tools & Accessories % (Long Rescaled)
BBA23 :     Equity Industry Travel Services % (Long Rescaled)
BB142 :     Equity Industry Trucking % (Long Rescaled)
BBA24 :     Equity Industry Uranium % (Long Rescaled)
BB143 :     Equity Industry Utilities - Diversified % (Long Rescaled)
BB144 :     Equity Industry Utilities - Independent Power Producers % (Long Rescaled)
BB145 :     Equity Industry Utilities - Regulated Electric % (Long Rescaled)
BB146 :     Equity Industry Utilities - Regulated Gas % (Long Rescaled)
BB147 :     Equity Industry Utilities - Regulated Water % (Long Rescaled)
BBA25 :     Equity Industry Utilities - Renewable % (Long Rescaled)
BB148 :     Equity Industry Waste Management % (Long Rescaled)
BB149 :     Equity Industry Rescaling Factor (Long)
TE375 :     GICS Energy % (Net)
TE376 :     GICS Materials % (Net)
TE377 :     GICS Industrials % (Net)
TE378 :     GICS Consumer Discretionary % (Net)
TE379 :     GICS Consumer Staples % (Net)
TE380 :     GICS Healthcare % (Net)
TE381 :     GICS Financials % (Net)
TE382 :     GICS Information Technology % (Net)
TE383 :     GICS Communication Services % (Net)
TE384 :     GICS Utilities % (Net)
TE385 :     GICS Real Estate % (Net)
ZE375 :     GICS Energy % (Long)
ZE376 :     GICS Materials % (Long)
ZE377 :     GICS Industrials % (Long)
ZE378 :     GICS Consumer Discretionary % (Long)
ZE379 :     GICS Consumer Staples % (Long)
ZE380 :     GICS Healthcare % (Long)
ZE381 :     GICS Financials % (Long)
ZE382 :     GICS Information Technology % (Long)
ZE383 :     GICS Communication Services % (Long)
ZE384 :     GICS Utilities % (Long)
ZE385 :     GICS Real Estate % (Long)
XE375 :     GICS Energy % (Short)
XE376 :     GICS Materials % (Short)
XE377 :     GICS Industrials % (Short)
XE378 :     GICS Consumer Discretionary % (Short)
XE379 :     GICS Consumer Staples % (Short)
XE380 :     GICS Healthcare % (Short)
XE381 :     GICS Financials % (Short)
XE382 :     GICS Information Technology % (Short)
XE383 :     GICS Communication Services % (Short)
XE384 :     GICS Utilities % (Short)
XE385 :     GICS Real Estate % (Short)
HS148 :     GICS Energy % (Long Rescaled)
HS149 :     GICS Materials % (Long Rescaled)
HS150 :     GICS Industrials % (Long Rescaled)
HS151 :     GICS Consumer Discretionary % (Long Rescaled)
HS152 :     GICS Consumer Staples % (Long Rescaled)
HS153 :     GICS Healthcare % (Long Rescaled)
HS154 :     GICS Financials % (Long Rescaled)
HS155 :     GICS Information Technology % (Long Rescaled)
HS156 :     GICS Communication Services % (Long Rescaled)
HS157 :     GICS Utilities % (Long Rescaled)
HS158 :     GICS Real Estate % (Long Rescaled)
HS02X :     GICS Equity Sector Rescaling Factor (Long)
TD992 :     GICS Energy Equip & Services % (Net)
TD993 :     GICS Oil, Gas & Consum Fuels % (Net)
TD994 :     GICS Chemicals % (Net)
TD995 :     GICS Construction Materials % (Net)
TD996 :     GICS Containers & Packaging % (Net)
TD997 :     GICS Metals & Mining % (Net)
TD998 :     GICS Paper & Forest Products % (Net)
TD999 :     GICS Aerospace & Defense % (Net)
TE001 :     GICS Building Products % (Net)
TE002 :     GICS Construction & Engineering % (Net)
TE003 :     GICS Electrical Equipment % (Net)
TE004 :     GICS Industrial Conglomerate % (Net)
TE005 :     GICS Machinery % (Net)
TE006 :     GICS Trading Comp & Distributors % (Net)
TE007 :     GICS Commercial Svcs & Supplies % (Net)
TE008 :     GICS Air Freight & Logistics % (Net)
TE009 :     GICS Passenger Airlines % (Net)
TE010 :     GICS Marine Transportation % (Net)
TE011 :     GICS Ground Transportation % (Net)
TE012 :     GICS Transportation Infrastructure % (Net)
TE013 :     GICS Automobile Components % (Net)
TE014 :     GICS Automobiles % (Net)
TE015 :     GICS Household Durables % (Net)
TE016 :     GICS Leisure Products % (Net)
TE017 :     GICS Textiles, Apparel & Luxury Goods % (Net)
TE018 :     GICS Hotels, Restaurants & Leisure % (Net)
TE019 :     GICS Diversified Consumer Svcs % (Net)
TE021 :     GICS Distributors % (Net)
TE023 :     GICS Broadline Retail % (Net)
TE024 :     GICS Specialty Retail % (Net)
TE025 :     GICS Consumer Staples Distribution & Retail % (Net)
TE026 :     GICS Beverages % (Net)
TE027 :     GICS Food Products % (Net)
TE028 :     GICS Tobacco % (Net)
TE029 :     GICS Household Products % (Net)
TE030 :     GICS Personal Care Products % (Net)
TE031 :     GICS Healthcare Equip & Supplies % (Net)
TE032 :     GICS Healthcare Providers & Svcs % (Net)
TE033 :     GICS Healthcare Technology % (Net)
TE034 :     GICS Biotech % (Net)
TE035 :     GICS Pharmaceuticals % (Net)
TE036 :     GICS Life Sciences Tools & Svcs % (Net)
TE037 :     GICS Banks % (Net)
TE039 :     GICS Financial Services % (Net)
TE040 :     GICS Consumer Finance % (Net)
TE041 :     GICS Capital Markets % (Net)
TE04A :     GICS Mortgage REITs % (Net)
TE042 :     GICS Insurance % (Net)
TE046 :     GICS IT Services % (Net)
TE047 :     GICS Software % (Net)
TE048 :     GICS Communications Equipment % (Net)
TE049 :     GICS Technology Hardware, Storage & Peripherals % (Net)
TE050 :     GICS Electronic Equip & Instruments % (Net)
TE052 :     GICS Semiconductors & Semi Equip % (Net)
TE053 :     GICS Diversified Telecom Svcs % (Net)
TE054 :     GICS Wireless Telecom Services % (Net)
TE1B1 :     GICS Media % (Net)
TE1B2 :     GICS Entertainment % (Net)
TE1B3 :     GICS Interactive Media & Service % (Net)
TE055 :     GICS Electric Utilities % (Net)
TE056 :     GICS Gas Utilities % (Net)
TE057 :     GICS Multi Utilities % (Net)
TE058 :     GICS Water Utilities % (Net)
TE063 :     GICS Professional Services % (Net)
TE064 :     GICS Independent Power & Renewable Electricity Producers % (Net)
TE04B :     GICS Diversified REITs % (Net)
TE04C :     GICS Real Estate Management & Development % (Net)
GIC01 :     GICS Industrial REITs % (Net)
GIC02 :     GICS Hotel & Resort REITs % (Net)
GIC03 :     GICS Office REITs % (Net)
GIC04 :     GICS Health Care REITs % (Net)
GIC05 :     GICS Residential REITs % (Net)
GIC06 :     GICS Retail REITs % (Net)
GIC07 :     GICS Specialized REITs % (Net)
ZD992 :     GICS Energy Equip & Services % (Long)
ZD993 :     GICS Oil, Gas & Consum Fuels % (Long)
ZD994 :     GICS Chemicals % (Long)
ZD995 :     GICS Construction Materials % (Long)
ZD996 :     GICS Containers & Packaging % (Long)
ZD997 :     GICS Metals & Mining % (Long)
ZD998 :     GICS Paper & Forest Products % (Long)
ZD999 :     GICS Aerospace & Defense % (Long)
ZE001 :     GICS Building Products % (Long)
ZE002 :     GICS Construction & Engineering % (Long)
ZE003 :     GICS Electrical Equipment % (Long)
ZE004 :     GICS Industrial Conglomerate % (Long)
ZE005 :     GICS Machinery % (Long)
ZE006 :     GICS Trading Comp & Distributors % (Long)
ZE007 :     GICS Commercial Svcs & Supplies % (Long)
ZE008 :     GICS Air Freight & Logistics % (Long)
ZE009 :     GICS Passenger Airlines % (Long)
ZE010 :     GICS Marine Transportation % (Long)
ZE011 :     GICS Ground Transportation % (Long)
ZE012 :     GICS Transportation Infrastructure % (Long)
ZE013 :     GICS Automobile Components % (Long)
ZE014 :     GICS Automobiles % (Long)
ZE015 :     GICS Household Durables % (Long)
ZE016 :     GICS Leisure Products % (Long)
ZE017 :     GICS Textiles, Apparel & Luxury Goods % (Long)
ZE018 :     GICS Hotels, Restaurants & Leisure % (Long)
ZE019 :     GICS Diversified Consumer Svcs % (Long)
ZE021 :     GICS Distributors % (Long)
ZE023 :     GICS Broadline Retail % (Long)
ZE024 :     GICS Specialty Retail % (Long)
ZE025 :     GICS Consumer Staples Distribution & Retail % (Long)
ZE026 :     GICS Beverages % (Long)
ZE027 :     GICS Food Products % (Long)
ZE028 :     GICS Tobacco % (Long)
ZE029 :     GICS Household Products % (Long)
ZE030 :     GICS Personal Care Products % (Long)
ZE031 :     GICS Healthcare Equip & Supplies % (Long)
ZE032 :     GICS Healthcare Providers & Svcs % (Long)
ZE033 :     GICS Healthcare Technology % (Long)
ZE034 :     GICS Biotech % (Long)
ZE035 :     GICS Pharmaceuticals % (Long)
ZE036 :     GICS Life Sciences Tools & Svcs % (Long)
ZE037 :     GICS Banks % (Long)
ZE039 :     GICS Financial Services % (Long)
ZE040 :     GICS Consumer Finance % (Long)
ZE041 :     GICS Capital Markets % (Long)
ZE04A :     GICS Mortgage REITs % (Long)
ZE042 :     GICS Insurance % (Long)
ZE046 :     GICS IT Services % (Long)
ZE047 :     GICS Software % (Long)
ZE048 :     GICS Communications Equipment % (Long)
ZE049 :     GICS Technology Hardware, Storage & Peripherals % (Long)
ZE050 :     GICS Electronic Equip & Instruments % (Long)
ZE052 :     GICS Semiconductors & Semi Equip % (Long)
ZE053 :     GICS Diversified Telecom Svcs % (Long)
ZE054 :     GICS Wireless Telecom Services % (Long)
ZE1B1 :     GICS Media % (Long)
ZE1B2 :     GICS Entertainment % (Long)
